"","V1","V2"
"1","Reinitialization","0.689132384980136"
"2","Lamarckian projection","0.720363962578495"
"3","Darwinian projection","0.726489811610919"
"4","Lamarckian reflection","0.727040881712162"
"5","Darwinian reflection","0.726002819428425"
"6","Lamarckian wrapping","0.383839548891452"
"7","Darwinian wrapping","0.727143406382161"
"8","Scaled mutant","0.701909521978726"
"9","Quadratic penalty","0.728694092015891"
"10","Substitution penalty","0.726451364859669"
"11","Resampling","0.727040881712162"
"12","Rand base","0.728194284249648"
"13","Midpoint base","0.720299884659746"
"14","Midpoint target","0.726259131103422"
"15","Scaled to base","0.40639497629117"
"16","Conservatism","0.739471997949507"
